HR,Name,HD,ADS,VarID,RAJ2000,DEJ2000,Vmag,B-V,SpType,NoteFlag
1478,91Sig1Tau,29479,,,04 39 09.2,+15 47 59,5.07,0.15,A4m,*
1479,92Sig2Tau,29488,,,04 39 16.5,+15 55 05,4.69,0.15,A5Vn,*
1480,,29499,,,04 39 06.2,+07 52 15,5.39,0.26,A5m,*
1481,53    Eri,29503,,,04 38 10.8,-14 18 14,3.87,1.09,K2IIIb,*
1482,,29526,,,04 41 24.1,+48 18 03,5.67,-0.02,A0V,
1483,,29573,,,04 38 53.6,-12 07 23,5.01,0.07,A2IV,
1484,93    Tau,29589,,,04 40 03.4,+12 11 52,5.46,-0.12,B8IV,*
1485,,29598,,,04 22 50.9,-82 53 57,6.76,0.20,A7IV-V,*
1486,,29606,3391,,04 43 18.1,+59 31 15,6.50,,A7IV,*
1487,,29613,,,04 39 19.7,-14 21 33,5.45,1.06,K1IVa,
1488,,29610,,,04 39 47.2,-01 03 10,6.10,0.94,K0,
1489,,29645,,,04 41 50.3,+38 16 49,5.99,0.57,G0V,
1490,,29646,3379,,04 41 19.8,+28 36 54,5.78,-0.03,A2V,*
1491,,29678,,,04 48 50.3,+75 56 28,6.06,0.28,A9IV,
1492,,29712,,R Dor,04 36 45.6,-62 04 39,5.40,1.58,M8eIII:,*
1493,,29721,,,04 43 21.6,+49 58 26,5.87,0.02,B9III,
1494,59    Per,29722,,,04 42 54.3,+43 21 54,5.29,0.00,A1Vn,
1495,,29737,,,04 40 06.8,-24 28 57,5.58,0.92,G6III,
1496,54    Eri,29755,3380,DM Eri,04 40 26.5,-19 40 18,4.32,1.61,M4III,*
1497,94Tau Tau,29763,,,04 42 14.7,+22 57 25,4.28,-0.13,B3V,*
1498,,29805,,,04 39 04.3,-51 40 22,6.44,1.32,K2III,
1499,95    Tau,29859,,,04 43 13.8,+24 05 20,6.13,0.54,F7IV-V,
1500,,29866,,,04 44 12.9,+40 47 13,6.08,0.06,B8IVne,*
1501,,29867,,,04 43 48.3,+32 51 55,6.45,,A8V,
1502,Alp Cae,29875,,Var?,04 40 33.7,-41 51 50,4.45,0.34,F2V,*
1503,Bet Cae,29992,,,04 42 03.5,-37 08 40,5.05,0.37,F1V,
1504,,30003,,,04 40 18.3,-58 56 37,6.53,0.68,G5V,*
1505,55    Eri,30020,3409,DW Eri,04 43 34.6,-08 47 37,6.82,0.39,F4IIIpSr,*
1506,55    Eri,30021,3409,,04 43 35.1,-08 47 46,6.70,0.92,G8III,*
1507,,30034,,1705,04 44 25.8,+11 08 46,5.40,0.25,F0V,*
1508,56    Eri,30076,,DX Eri,04 44 05.3,-08 30 13,5.90,-0.11,B2Ve,*
1509,,30080,,,04 43 09.3,-30 45 56,5.68,1.41,K2III,
1510,,30085,,,04 50 36.4,+70 56 30,6.37,-0.08,A0IV,
1511,4    Cam,30121,3432,,04 48 00.3,+56 45 26,5.30,0.25,A3m,*
1512,,30122,,,04 45 42.5,+23 37 41,6.35,0.06,B5III,*
1513,,30127,,,04 44 08.0,-18 40 00,5.53,0.02,A3V,
1514,,30138,,,04 46 44.4,+40 18 46,5.97,0.93,G9III,
1515,,30144,,,04 48 07.0,+55 36 09,6.26,,F0,*
1516,Lam Pic,30185,,,04 42 46.4,-50 28 53,5.31,0.98,K0-1III,
1517,,30197,,,04 46 16.8,+18 44 06,6.01,1.21,K4III,*
1518,,30202,,,04 43 44.2,-41 03 53,6.25,1.46,K3-4III,
1519,,30210,,,04 46 01.7,+11 42 20,5.37,0.19,A2m,*
1520,57Mu  Eri,30211,,,04 45 30.1,-03 15 17,4.02,-0.15,B5IV,*
1521,,30238,,,04 45 04.2,-21 17 01,5.72,1.47,gK2,
1522,,30321,,,04 46 24.1,-02 57 16,6.33,0.04,A2V,
1523,,30338,,,05 00 20.7,+81 11 38,5.07,1.28,K3III,
1524,,30397,,,04 45 49.6,-34 00 18,6.86,0.00,A0V,
1525,,30422,,,04 46 25.8,-28 05 15,6.19,0.19,A3IV,
1526,,30432,,,04 45 55.4,-39 21 24,6.05,1.07,K1III,
1527,,30442,,,04 52 05.2,+63 30 19,5.44,1.57,M3IIIab,*
1528,,30453,,,04 49 19.0,+32 35 18,5.86,0.24,A8m,*
1529,,30454,,,04 49 12.8,+31 26 14,5.58,1.12,K2III,
1530,Kap Dor,30478,,Var,04 44 21.1,-59 43 58,5.27,0.20,A8-9III-IV,
1531,,30479,,,04 38 21.7,-77 39 22,6.05,1.10,K2III,
1532,58    Eri,30495,,,04 47 36.3,-16 56 04,5.51,0.63,G2.5V,*
1533,,30504,,,04 49 54.6,+37 29 18,4.88,1.44,K3.5IIIBa0.2:,*
1534,,30545,,,04 48 44.6,+03 35 18,6.03,1.19,K1III,
1535,,30557,,,04 51 09.3,+48 44 27,5.66,0.99,G9III,
1536,,30562,,,04 48 36.3,-05 40 26,5.78,0.62,F8V,*
1537,96    Tau,30605,3464,,04 49 44.1,+15 54 15,6.08,1.60,gK3,
1538,59    Eri,30606,,,04 48 32.5,-16 19 46,5.77,0.55,F6V,
1539,Zet Cae,30608,,,04 47 49.6,-30 01 13,6.37,1.07,K1IV,
1540,,30610,,1718,04 44 57.9,-63 13 47,6.46,1.08,K0-1III,
1541,Mu  Men,30612,,,04 43 03.9,-70 55 52,5.54,-0.12,B8II-IIISi:,
1542,9Alp Cam,30614,,,04 54 03.0,+66 20 34,4.29,0.03,O9.5Ia,*
1543,1Pi 3Ori,30652,,1731,04 49 50.4,+06 57 41,3.19,0.45,F6V,*
1544,2Pi 2Ori,30739,,,04 50 36.7,+08 54 01,4.36,0.01,A1Vn,*
1545,,30743,,,04 49 42.2,-13 46 11,6.26,0.44,F5V,
1546,,30752,,,04 53 09.8,+52 50 27,6.41,,A2V,
1547,97    Tau,30780,,V480 Tau,04 51 22.5,+18 50 23,5.10,0.21,A7IV-V,*
1548,,30788,,,04 48 33.8,-43 58 48,6.72,0.95,G8III,
1549,60    Eri,30814,,1740,04 50 11.6,-16 13 02,5.03,0.98,K0III,
1550,,30823,,,04 52 47.8,+42 35 12,5.71,0.11,A3III,
1551,2    Aur,30834,,,04 52 38.0,+36 42 11,4.78,1.41,K2.5IIIbBa0.4,*
1552,3Pi 4Ori,30836,,1742,04 51 12.4,+05 36 18,3.69,-0.17,B2III+B2IV,*
1553,,30870,,,04 51 43.4,+09 58 30,6.11,0.08,B5V,*
1554,,30912,,,04 52 47.1,+27 53 51,5.97,0.37,F2IV,*
1555,5    Cam,30958,3508,,04 55 03.1,+55 15 33,5.52,0.04,B9.5V,*
1556,4Omi1Ori,30959,,Omi1 Ori,04 52 32.0,+14 15 02,4.74,1.84,S3.5/1-,*
1557,,30985,,,04 50 16.2,-41 19 15,6.07,0.37,F2-3V,*
1558,,31069,,,04 54 51.3,+44 03 39,6.08,-0.02,A0V,
1559,,31093,,,04 51 28.2,-34 54 23,5.86,0.08,A1Vn,
1560,61Ome Eri,31109,,,04 52 53.7,-05 27 10,4.39,0.25,F4III+A6III,*
1561,,31134,,,04 56 07.1,+52 52 10,5.75,0.11,A2V s,
1562,5    Ori,31139,,1755,04 53 22.8,+02 30 29,5.33,1.64,M1III,
1563,Iot Pic,31203,,,04 50 55.2,-53 27 41,5.61,0.33,F0IV,*
1564,Iot Pic,31204,,,04 50 56.3,-53 27 35,6.42,,F4V:,*
1565,,31209,,,04 53 55.8,+01 34 10,6.61,0.04,A1Vn,
1566,,31236,,,04 54 58.3,+19 29 07,6.37,0.29,F3IV,*
1567,8Pi 5Ori,31237,,Pi5 Ori,04 54 15.1,+02 26 26,3.72,-0.18,B3III+B0V,*
1568,7    Cam,31278,3536,,04 57 17.2,+53 45 08,4.47,-0.02,A1V,*
1569,6    Ori,31283,,,04 54 46.9,+11 25 34,5.19,0.12,A3V,
1570,7Pi 1Ori,31295,,,04 54 53.8,+10 09 03,4.65,0.09,A0Vp,*
1571,,31296,,1763,04 54 47.8,+07 46 45,5.33,1.22,gK1,
1572,,31312,,,05 02 20.1,+74 16 09,6.06,1.57,K5III,
1573,,31327,,,04 56 19.9,+36 10 08,6.07,0.41,B2Ib,*
1574,,31331,,,04 54 50.7,+00 28 03,5.99,-0.12,B5V,
1575,,31362,,,04 56 15.6,+24 35 32,6.37,0.33,F0,
1576,,31373,,,04 55 50.3,+15 02 24,5.81,-0.08,B9V,
1577,3Iot Aur,31398,,1778,04 56 59.6,+33 09 58,2.69,1.53,K3II,*
1578,,31411,,,04 55 58.4,+05 23 57,6.50,0.02,A0V,
1579,,31414,,,04 55 06.8,-16 44 26,5.70,0.96,gG9,
1580,9Omi2Ori,31421,3540,,04 56 22.3,+13 30 52,4.07,1.15,K2-IIIFe-1,*
1581,,31444,,R Eri,04 55 18.6,-16 25 04,5.72,0.88,gG4,*
1582,62    Eri,31512,,,04 56 24.2,-05 10 17,5.51,-0.13,B6V,
1583,,31517,,,04 55 30.2,-25 43 40,6.72,0.27,F0-2III,
1584,,31529,,,04 54 54.8,-39 37 43,6.10,1.42,K3III,
1585,,31539,,,04 57 22.3,+17 09 13,5.48,1.31,gK1,*
1586,99    Tau,31553,3557,,04 57 48.7,+23 56 55,5.79,1.11,gG8,
1587,,31563,,,05 04 13.0,+73 45 50,6.66,,K0,
1588,8    Cam,31579,,,04 59 46.3,+53 09 20,6.08,1.46,K4III,
1589,,31590,,,05 04 39.8,+74 04 01,5.96,,A1V,*
1590,98    Tau,31592,3547,,04 58 09.4,+25 03 01,5.81,0.00,A0V,*
1591,,31623,,,04 57 17.2,-01 04 02,6.23,0.42,F2,
1592,4Ome Aur,31647,3572,,04 59 15.4,+37 53 25,4.94,0.04,A1V,*
1593,,31662,3590,,05 01 35.9,+61 04 41,6.03,0.41,F4V,*
1594,,31675,,,05 02 50.4,+66 49 22,6.19,0.48,dF6,*
1595,,31726,,,04 57 44.8,-14 13 53,6.15,-0.21,B1V,
1596,,31739,3570,,04 58 10.8,-02 12 45,6.35,0.10,A2V,
1597,,31746,,,04 54 53.0,-58 32 50,6.12,0.44,F3V,
1598,,31754,,1777,04 53 30.5,-66 40 32,6.41,1.63,M0-1III,*
1599,5    Aur,31761,3589,,05 00 18.3,+39 23 41,5.95,0.41,F5V,*
1600,,31764,3579,1788,04 58 59.4,+14 32 34,6.09,0.04,B7V,*
1601,10Pi 6Ori,31767,,1786,04 58 32.9,+01 42 51,4.47,1.40,K2-II,
1602,6    Aur,31780,,,05 00 23.2,+39 39 18,6.58,,K4I,
1603,10Bet Cam,31910,3615,,05 03 25.1,+60 26 32,4.03,0.92,G1Ib-IIa,*
1604,,31925,3588,1793,04 59 01.3,-16 22 33,5.66,0.43,F3V+F9V,*
1605,7Eps Aur,31964,3605,Eps Aur,05 01 58.1,+43 49 24,2.99,0.54,F0Iae+B,*
1606,,31975,,,04 53 05.5,-72 24 27,6.28,0.52,F6V,
1607,,31996,,R Lep,04 59 36.5,-14 48 21,7.71,5.74,C6IIe,*
1608,63    Eri,32008,,,04 59 50.4,-10 15 48,5.38,0.80,G4V,
1609,,32039,3597,1800,05 00 32.6,+03 36 55,7.03,,B9Vn,*
1610,,32040,3597,1800,05 00 33.9,+03 36 58,6.66,-0.07,B9Vn,*
1611,64    Eri,32045,,S Eri,04 59 55.8,-12 32 15,4.79,0.26,F0IV,*
1612,8Zet Aur,32068,,Zet Aur,05 02 28.7,+41 04 33,3.75,1.22,K4II+B8V,*
1613,,32115,,,05 00 39.8,-02 03 56,6.32,0.28,A8IV,
1614,,32147,,,05 00 49.0,-05 45 12,6.22,1.06,K3V,
1615,,32188,,1810,05 03 18.6,+41 26 30,6.14,0.16,A2IIIShell?,*
1616,,32196,,,05 31 48.0,+85 56 19,6.51,0.32,A5m,*
1617,65Psi Eri,32249,,,05 01 26.3,-07 10 26,4.81,-0.19,B3V,
1618,,32263,,1806,05 01 50.3,+00 43 20,5.92,1.27,K0,
1619,,32273,3623,,05 02 00.0,+01 36 32,6.24,-0.04,B8V,*
1620,102Iot Tau,32301,,,05 03 05.7,+21 35 24,4.64,0.16,A7V,*
1621,,32309,,,05 01 25.6,-20 03 07,4.91,-0.05,B9.5Vn,*
1622,11    Cam,32343,,BV Cam,05 06 08.5,+58 58 21,5.08,-0.08,B2.5Ve,*
1623,12    Cam,32357,,BM Cam,05 06 12.2,+59 01 16,6.08,1.12,K0III,*
1624,,32356,,,05 06 29.7,+61 10 12,6.04,1.37,K5II,
1625,,32393,,,05 02 45.5,-04 12 35,5.85,1.21,K3,*
1626,,32406,,,05 04 14.5,+30 29 41,6.14,1.21,K0II-III,
1627,,32428,,,05 04 36.9,+32 19 13,6.62,0.27,A4m,*
1628,,32436,,,05 02 09.8,-26 16 30,5.02,1.07,K1III,
1629,Eta Men,32440,,,04 55 11.2,-74 56 13,5.47,1.52,K4III,
1630,,32445,3667,,05 06 22.0,+54 24 21,7.24,,G5,*
1631,,32453,,,05 01 34.5,-39 43 05,6.03,0.88,G5III,
1632,,32480,,,05 04 37.9,+27 41 46,6.60,0.24,F0III,
1633,,32482,,,05 04 21.6,+21 16 41,6.19,1.32,K0,
1634,1    Lep,32503,,,05 02 44.9,-22 47 42,5.75,1.20,K1IV,*
1635,,32515,,,05 02 22.8,-31 46 17,5.94,1.17,G8III,
1636,,32518,,,05 09 36.7,+69 38 22,6.41,1.11,K1III,
1637,9    Aur,32537,3675,,05 06 40.6,+51 35 52,5.00,0.33,F0V,*
1638,11    Ori,32549,,V1032 Ori,05 04 34.1,+15 24 15,4.68,-0.06,A0pSi,*
1639,,32608,,,05 06 00.9,+35 56 11,6.52,0.16,A5V,
1640,,32612,,,05 03 52.0,-14 22 10,6.41,-0.18,B2.5IV,
1641,10Eta Aur,32630,,1822,05 06 30.9,+41 14 04,3.17,-0.18,B3V,*
1642,,32642,3672,,05 05 32.1,+19 48 23,6.44,0.21,A5m,
1643,,32650,,BN Cam,05 12 22.4,+73 56 48,5.43,-0.12,B9pSi,*
1644,,32655,,,05 06 49.6,+43 10 29,6.20,0.43,F2IIp:,
1645,,32667,,,05 03 53.3,-24 23 16,5.61,0.10,A3m,
1646,,32686,,,05 04 54.5,-03 02 23,6.05,-0.11,B5IV,*
1647,,32715,,,05 09 44.5,+64 55 10,6.41,0.40,F6V,
1648,,32736,,W Ori,05 05 23.7,+01 10 39,6.17,3.45,C6II,*
1649,Eta1Pic,32743,,,05 02 48.6,-49 09 05,5.38,0.42,F2V,
1650,,32781,3738,1854,05 14 35.6,+76 28 22,6.37,-0.02,A0V,*
1651,,32820,,,05 03 54.0,-41 44 42,6.31,0.53,F8V,
1652,Gam1Cae,32831,,Var?,05 04 24.4,-35 29 00,4.55,1.20,K3III,*
1653,Gam2Cae,32846,,X Cae,05 04 26.1,-35 42 19,6.34,0.30,F1III,*
1654,2Eps Lep,32887,,1826,05 05 27.7,-22 22 16,3.19,1.46,K5III,
1655,,32890,,,05 05 16.2,-26 09 09,5.73,1.17,K2III,
1656,104    Tau,32923,3701,,05 07 27.0,+18 38 42,5.00,0.65,G4V,*
1657,66    Eri,32964,3698,1831,05 06 45.7,-04 39 18,5.12,-0.06,B9V+A1V,*
1658,106    Tau,32977,,,05 07 48.4,+20 25 06,5.30,0.09,A5V,*
1659,103    Tau,32990,3709,,05 08 06.6,+24 15 55,5.50,0.06,B2V,*
1660,105    Tau,32991,,,05 07 55.5,+21 42 17,5.89,0.19,B2Ve,*
1661,,32996,,,05 06 36.7,-13 07 19,6.05,-0.06,A0V,
1662,13    Ori,33021,,,05 07 38.3,+09 28 19,6.17,0.62,G1IV,*
1663,Eta2Pic,33042,,1827,05 04 58.0,-49 34 40,5.03,1.49,K5III,*
1664,14    Ori,33054,3711,,05 07 52.9,+08 29 54,5.34,0.33,Am,*
1665,,33093,,,05 07 25.0,-12 29 26,5.97,0.60,F7V,
1666,67Bet Eri,33111,,1841,05 07 51.0,-05 05 11,2.79,0.13,A3III,*
1667,,33116,,,05 05 00.6,-54 24 27,6.27,1.54,M2III,
1668,,33167,,,05 10 42.9,+46 57 44,5.68,0.42,F5V,*
1669,,33203,3734,,05 10 18.9,+37 18 07,6.02,0.72,K3:+B2II:,*
1670,,33204,3730,,05 09 45.1,+28 01 50,6.01,0.27,A5m,*
1671,,33224,3722,,05 08 20.2,-08 39 54,5.78,-0.06,B8V,*
1672,16    Ori,33254,,1849,05 09 19.6,+09 49 46,5.43,0.24,A2m,*
1673,68    Eri,33256,,,05 08 43.6,-04 27 22,5.12,0.44,F2V,
1674,Zet Dor,33262,,,05 05 30.6,-57 28 22,4.72,0.52,F7V,
1675,,33266,,,05 13 03.2,+61 51 00,6.17,0.02,A2III,
1676,15    Ori,33276,,,05 09 42.0,+15 35 50,4.82,0.32,F2IV,*
1677,Bet Men,33285,,,05 02 43.0,-71 18 52,5.31,1.00,G8III,
1678,14    Cam,33296,,,05 13 31.3,+62 41 29,6.50,0.21,A7Vn,
1679,69Lam Eri,33328,,Lam Eri,05 09 08.8,-08 45 15,4.27,-0.19,B2IVne,*
1680,,33377,,,05 08 14.8,-35 43 06,6.52,1.08,K1III,
1681,,33419,,,05 10 03.2,-00 33 55,6.10,1.10,K0III,
1682,,33519,,,05 00 13.2,-78 18 01,6.29,1.51,K5-M0III,
1683,,33541,,,05 18 13.3,+73 16 05,5.74,,A0V,
1684,,33554,,,05 11 41.6,+16 02 44,5.18,1.49,K5III,
1685,,33555,,,05 10 58.0,-02 15 14,6.25,0.98,K1-IVa,
1686,,33564,3864,,05 22 33.5,+79 13 52,5.05,0.47,F6V,*
1687,,33608,,,05 11 19.2,-02 29 27,5.90,0.46,F5V,
1688,,33618,,,05 15 11.3,+59 24 20,6.15,1.18,K2III-IV,
1689,11Mu  Aur,33641,,,05 13 25.7,+38 29 04,4.86,0.18,A4Vm,
1690,,33647,3767,V1085 Ori,05 11 41.4,+00 30 53,6.67,-0.07,B9Vn,*
1691,,33646,3764,,05 11 45.3,+01 02 13,5.89,0.66,G5III,*
1692,,33654,,,05 14 44.3,+53 12 50,6.20,0.07,A0V,
1693,,33664,,RX Lep,05 11 22.8,-11 50 57,5.68,1.46,M6III,*
1694,,33667,,,05 10 44.5,-25 54 34,6.41,1.25,K1III,
1695,,33684,,WZ Dor,05 07 34.0,-63 23 59,5.20,1.65,M3III,*
1696,3Iot Lep,33802,3778,,05 12 17.9,-11 52 09,4.45,-0.10,B8V,*
1697,,33833,,,05 12 48.2,-06 03 26,5.91,0.96,G7III,
1698,17Rho Ori,33856,3797,1872,05 13 17.5,+02 51 40,4.46,1.19,K0.5III,*
1699,,33872,,,05 11 35.9,-37 23 43,6.57,1.62,K5III,
1700,,33875,,,05 06 09.3,-73 02 16,6.27,-0.01,A1V,
1701,,33883,3799,,05 13 31.6,+01 58 05,6.09,0.42,A5V,*
1702,5Mu  Lep,33904,,Mu  Lep,05 12 55.9,-16 12 20,3.31,-0.11,B9IIIpHgMn,*
1703,,33946,,1874,05 13 47.2,+00 33 37,6.32,1.46,M0V,
1704,,33948,,,05 13 33.3,-08 08 52,6.37,-0.13,B5V,
1705,4Kap Lep,33949,3800,,05 13 13.9,-12 56 29,4.36,-0.10,B9V,*
1706,14    Aur,33959,3824,KW Aur,05 15 24.4,+32 41 16,5.02,0.23,A9IVDel Del,*
1707,,34019,3845,R Aur,05 17 17.8,+53 35 10,6.50,1.66,M7IIIe,*
1708,13Alp Aur,34029,3841,1897,05 16 41.4,+45 59 53,0.08,0.80,G5IIIe+G0III,*
1709,,34043,,1880,05 14 44.1,+05 09 22,5.50,1.37,gK4,
1710,,34045,,,05 13 59.9,-14 36 24,6.21,0.37,F2III,
1711,108    Tau,34053,,,05 15 27.7,+22 17 05,6.27,0.08,A2V,
1712,,34078,3843,AE Aur,05 16 18.2,+34 18 43,5.96,0.22,O9.5V,*
1713,19Bet Ori,34085,3823,1882,05 14 32.3,-08 12 06,0.12,-0.03,B8Ia:,*
1714,,34109,,,05 43 48.7,+85 40 05,6.60,,A2V,
1715,,34167,,1877,05 13 46.5,-35 49 32,6.98,1.47,K4III,
1716,Xi  Men,34172,,,04 58 50.9,-82 28 14,5.85,0.93,G8-K0III,
1717,,34180,,,05 15 18.4,-01 24 33,6.15,0.39,F0IV,
1718,18    Ori,34203,,,05 16 04.1,+11 20 29,5.56,-0.04,A0V,
1719,15    Cam,34233,,,05 19 27.8,+58 07 02,6.13,-0.03,B5V,*
1720,,34255,,,05 20 22.6,+62 39 13,5.61,1.75,K4I:,
1721,,34266,,,05 14 28.8,-35 58 38,5.76,1.01,G8III,
1722,,34269,,PU Aur,05 18 15.9,+42 47 32,5.48,1.65,M4III,*
1723,,34310,,,05 15 24.3,-26 56 36,5.07,-0.10,B9V,
1724,,34317,,,05 16 41.1,+01 56 50,6.42,-0.02,A0V,*
1725,,34332,,,05 18 40.4,+40 27 54,6.18,1.37,K0,
1726,16    Aur,34334,3872,1909,05 18 10.7,+33 22 18,4.54,1.27,K2.5IIIbFe-1,*
1727,,34347,,,05 13 53.3,-52 01 52,6.05,1.39,K3III,
1728,17    Aur,34364,,AR Aur,05 18 18.9,+33 46 02,6.14,-0.06,B9.5V,*
1729,15Lam Aur,34411,3886,,05 19 08.5,+40 05 57,4.71,0.63,G1.5IV-VFe-1,*
1730,,34435,,,05 15 47.0,-34 55 36,6.66,0.15,A2III-IV,
1731,,34447,,,05 16 48.1,-17 08 30,6.56,-0.16,B3IV,
1732,,34452,,IQ Aur,05 19 00.0,+33 44 54,5.41,-0.19,A0pSi,*
1733,,34498,,,05 20 02.3,+44 25 32,6.62,,K0,
1734,18    Aur,34499,3893,,05 19 23.6,+33 59 08,6.49,0.24,A7V,
1735,20Tau Ori,34503,3877,,05 17 36.4,-06 50 40,3.60,-0.11,B5III,
1736,,34533,3903,,05 20 39.3,+46 57 50,6.54,0.60,GIII+A2V,*
1737,,34538,,1913,05 17 40.2,-13 31 11,5.50,0.93,sgG9,
1738,,34557,,,05 20 14.8,+41 05 10,5.52,0.11,A3V,
1739,109    Tau,34559,,,05 19 16.6,+22 05 47,4.94,0.93,G8III,
1740,19    Aur,34578,,1925,05 20 00.9,+33 57 29,5.03,0.27,A5II,
1741,,34579,3894,,05 19 14.7,+20 08 05,6.08,1.01,G8II-III+G1IV-V,*
1742,,34587,,,05 15 38.9,-52 10 55,6.49,1.21,K2III,
1743,Omi Col,34642,,,05 17 29.1,-34 53 43,4.83,1.00,K0IV,
1744,The Dor,34649,,,05 13 45.4,-67 11 07,4.83,1.28,K2.5IIIa,
1745,,34653,,,05 29 25.7,+77 58 39,6.56,0.14,A7III,
1746,21    Ori,34658,,1922,05 19 11.2,+02 35 45,5.34,0.41,F5II,*
1747,,34721,3899,,05 18 50.4,-18 07 48,5.96,0.58,G0V,*
1748,,34748,,,05 19 35.2,-01 24 44,6.34,-0.11,B1.5Vn,*
1749,20Rho Aur,34759,,,05 21 48.4,+41 48 16,5.23,-0.15,B3V,*
1750,,34762,,,05 20 59.3,+27 57 26,6.33,0.04,B9IV,*
1751,16    Cam,34787,,,05 23 27.8,+57 32 40,5.28,-0.03,A0Vn,
1752,,34790,,,05 21 12.7,+29 34 12,5.76,0.06,A1V s,*
1753,,34798,3910,,05 19 17.5,-18 31 12,6.36,-0.16,B3V,*
1754,,34797,3910,TX Lep,05 19 18.3,-18 30 35,6.54,-0.11,B8/9III/IV,*
1755,,34810,,,05 20 56.6,+19 48 51,6.18,1.23,K0III,
1756,6Lam Lep,34816,,,05 19 34.5,-13 10 36,4.29,-0.26,B0.5IV,*
1757,7Nu  Lep,34863,,,05 19 59.1,-12 18 56,5.30,-0.12,B7IVnn,
1758,,34868,,,05 19 23.7,-27 22 08,5.99,-0.04,A0V,
1759,,34880,3926,,05 20 26.4,-05 22 00,6.39,-0.03,B8III,*
1760,,34904,,,05 22 50.3,+41 01 46,5.54,0.12,A3V,
1761,,34959,,,05 21 19.3,+04 00 43,6.57,-0.09,B5Vp,*
1762,,34968,3930,1940,05 20 26.9,-21 14 22,4.71,-0.05,A0V,
1763,,34989,,,05 21 43.6,+08 25 43,5.80,-0.13,B1V,*
1764,,35007,3941,,05 21 31.8,-00 24 59,5.68,-0.12,B3V,*
1765,22    Ori,35039,,,05 21 45.7,-00 22 57,4.73,-0.17,B2IV-V,*
1766,,35046,,,05 20 20.6,-34 41 56,6.34,0.33,F2IV-V,
1767,Zet Pic,35072,,,05 19 22.1,-50 36 22,5.45,0.51,F7III-IV,
1768,22    Aur,35076,,,05 23 22.9,+28 56 12,6.46,-0.04,B9V s,
1769,,35104,,,05 21 51.0,-13 45 22,6.56,-0.09,B8V,
1770,23    Ori,35149,3962,,05 22 50.0,+03 32 40,5.00,-0.15,B1V,*
1771,,35162,3954,,05 21 46.2,-24 46 23,5.06,0.67,G7II-III+A7IV-V,*
1772,,35165,,Var?,05 21 16.9,-34 20 43,6.09,-0.19,B5IVnpe,*
1773,21Sig Aur,35186,3984,,05 24 39.2,+37 23 08,4.99,1.42,K4III,*
1774,110    Tau,35189,,,05 23 37.7,+16 41 58,6.08,0.14,A2IV,
1775,,35238,,,05 24 38.3,+31 13 26,6.28,1.24,K1III,
1776,,35239,,,05 24 38.5,+31 08 35,5.94,0.04,B9III,
1777,,35242,,,05 23 31.1,+05 19 21,6.35,0.12,A2V,*
1778,,35281,3978,,05 23 18.5,-08 24 57,5.90,-0.03,B8III,*
1779,,35295,4000,,05 25 13.0,+34 51 19,6.55,1.11,K1pIII-IV+F6V,*
1780,111    Tau,35296,,,05 24 25.4,+17 23 00,4.99,0.53,F8V,*
1781,,35299,,,05 23 42.3,-00 09 35,5.70,-0.21,B1.5V,*
1782,,35317,3991,,05 23 51.4,-00 52 02,6.11,0.50,F7V,*
1783,8    Lep,35337,,,05 23 30.2,-13 55 38,5.25,-0.21,B2IV,
1784,29    Ori,35369,,,05 23 56.8,-07 48 29,4.14,0.96,G8IIIFe-0.5,
1785,,35386,,,05 23 12.0,-26 42 21,6.49,0.50,F6V,
1786,,35407,,,05 24 36.2,+02 21 10,6.32,-0.15,B4IVn,*
1787,27    Ori,35410,,,05 24 28.9,-00 53 29,5.08,0.96,G9III-IVFe-1,
1788,28Eta Ori,35411,4002,Eta Ori,05 24 28.6,-02 23 49,3.36,-0.17,B1V+B2e,*
1789,25Psi1Ori,35439,,V1086 Ori,05 24 44.8,+01 50 47,4.95,-0.20,B1Vpe,*
1790,24Gam Ori,35468,,1972,05 25 07.9,+06 20 59,1.64,-0.22,B2III,*
1791,112Bet Tau,35497,,,05 26 17.5,+28 36 27,1.65,-0.13,B7III,*
1792,,35505,,,05 24 28.4,-16 58 34,5.65,0.00,A1V,
1793,,35515,,SW Col,05 23 24.0,-39 40 43,5.71,1.62,M1III,*
1794,,35519,,,05 26 54.3,+35 27 26,6.15,1.45,K2,*
1795,,35520,,,05 26 48.9,+34 23 30,5.94,0.14,A0III,*
1796,,35521,,,05 26 51.3,+33 15 46,6.15,1.15,K0,
1797,,35528,,,05 23 39.0,-37 20 12,6.82,1.04,K1III,
1798,113    Tau,35532,,,05 26 05.7,+16 42 01,6.25,-0.08,B2Vn,
1799,,35536,,,05 25 01.6,-10 19 45,5.61,1.56,K5III,
1800,,35548,4020,,05 25 31.2,-00 32 39,6.57,-0.05,B9pHgSi,*
1801,Kap Pic,35580,,,05 22 22.1,-56 08 04,6.11,-0.10,B8-9V,
1802,17    Cam,35583,,2003,05 30 10.2,+63 04 02,5.42,1.71,M1IIIa,
1803,,35588,,1975,05 25 47.0,+00 31 15,6.16,-0.18,B2.5V,*
1804,,35600,,,05 27 08.3,+30 12 31,5.74,0.16,B9Ib,*
1805,24Phi Aur,35620,,,05 27 38.9,+34 28 33,5.07,1.40,K3IIICN+2,*
1806,,35640,,,05 26 02.4,-05 31 06,6.23,-0.06,B9.5Vn,*
